,"En situation sportive, iel est capable d’apprendre par observation des gestes d’autrui des techniques pour réussir à aller plus loin, plus haut, viser plus précisément etc en fonction des activités sportives ou artistiques"
1.4.9.,"mobiliser différentes ressources (physiologique, biomécanique, psychologique, émotionnelle) pour agir de manière efficiente"
,"Le·la jeune peut enchaîner plusieurs actions (courir-sauter, courir-lancer, sauter-lancer…)"
2.1.,exercer sa mémoire auditive pour mémoriser des mots/expressions
,
2.2.,utiliser des procédés simples pour construire des conversations brèves
,Le·la jeune connaît dans une langue étrangère quelques
2.3.,identifier les principaux outils et compétences nécessaires à la réalisation d’un projet artistique
,Le·la jeune est capable de lister ce dont iel aura besoin pour créer une œuvre et sait identifer ce pour quoi iel aura besoin d’aide
2.4.,se repérer dans les étapes de réalisation d’une production + anticiper les difficultés
,Le·la jeune sait être autonome dans une réalisation et connaît la chronologie des actions qui devront être réalisées ; est capable de demander de l’aide avant d’être en difficulté
2.5.,"apprendre par l’action, l’observation, l’analyse de son activité et de celle des autres"
,"En situation sportive, iel est capable de s’améliorer après plusieurs essais, et d’analyser ce pourquoi une action fonctionne mieux qu’une autre après observation ( j’ai sauté avec mon pied droit, c’était plus facile ; il a pris de l’élan avant de lancer, c’est allé plus loin …)"
2.6.,repérer un geste pour le stabiliser et le rendre plus efficace
,Le·la jeune sait améliorer un geste en identifiant
2.7.,"utiliser des outils numériques pour observer, évaluer et modifier ses actions"
,"Le·la jeune sait utiliser un chronomètre, prendre des repères spatiaux (plots, poteaux…) pour comparer des distances parcourues"
2.8.,utiliser des frises chronologiques
,"Iel peut lire une frise chronologique, se repérer sur celle-ci, y chercher des information et la compléter."
2.9.,"Poser des questions, se poser des questions"
,"En histoire/géographie, iel est capable de se questionner sur le pourquoi/le comment/le quand d’un phénomène ou un évènement"
2.10.,"Formuler des hypothèses, vérifier, justifier"
,Le·la jeune sait proposer un début de réponse à un questionnement en supposant grâce à des connaissances préalables ; sait chercher l’information et confirmer ou infirmer ses dires
2.11.,"Connaître différents systèmes d’information, les utiliser"
,"Le·la jeune sait que pour trouver une information iel peut chercher dans un livre, sur un moteur de recherche, en posant des questions…"
2.12.,"Trouver, sélectionner et exploiter des informations dans une ressource numérique"
,Le·la jeune a déjà cherché sur internet une information et à réussi à la résumer pour répondre à un questionnement
2.13.,"Choisir ou utiliser le matériel adapté pour mener une observation, une mesure, réaliser une expérience ou une production"
,"Le·la jeune sait que pour observer le minuscule iel a besoin d’un microscope ou d’une loupe, que pour mesurer des grandes distances il faut un mètre ruban…"
2.14.,"Faire le lien entre la mesure réalisée, les unités et l’outil utilisés"
,"Le·la jeune sait différencier millimètre, centimètre, décamètre, hectares et sait que les instruments de mesures changent en fonction des mesures"
2.15.,Garder une trace écrite du cheminement scientifique
,Le·la jeune est capable de noter ses réflexions et ses observations au fur et à mesure de sa recherche ou de son cheminement intellectuel
2.16.,Organiser un espace de réalisation expérimentale
,"Le·la jeune peut adapter l’espace (intérieur, extérieur, atelier, cuisine, table, sol, feuille, outil numérique…) et le mettre en sécurité pour réaliser une experience scientifique"
2.17.,Utiliser les outils mathématiques adaptés à la situation
,"En situation scientifique, iel sait mobiliser ses connaissances mathématiques (calculs, opérations…)"
2.18.,Effectuer des recherches ciblées et en extraire les informations pertinentes
,Le·la jeune sait répondre à une de ses interrogations concernant une expérience scientifique en cherchant l’information dans des documents ou des expérimentations
3.1.1.,s’exprimer de manière audible pour autrui
,Le.la jeune peut prendre part à un dialogue ou une conversation en langue étrangère et se faire comprendre. Répète lorsque quelqu'un ne comprends pas. Articule et fait attention à la prononciation des mots.
3.1.2.,mobiliser des énoncés adéquats au contexte
,Le.la jeune est capable de produire en termes simples des suites de phrases dans une succession d'échange
3.1.3.,identifier et assumer sa part de responsabilité dans un processus coopératif de création
,Lors d'un projet artistique le.la jeune peut prendre la responsabilité de taches précises de manière individuelle au sein d'un groupe
3.1.4.,écouter et respecter le point de vue des autres et l’expression de leur sensibilité
,"Le·la jeune sait faire preuve d'empathie, sait attendre son tour de parole et se montrer attentif·ve à l'autre lors des instances ou dans la vie quotidienne de l'école"
3.1.5.,"Respecter autrui (acceptation des différences, langage adapté, tenir compte du point de vue)"
,"Lors d'une instance ou d'un débat le·la jeune sait écouter l'autre, ne pas lui couper la parole, lui faire part de ses différends avec empathie. Iel adapte son langage aux diverses personnes et situations dans lesquelles iel interagit. "
3.1.6.,Partager et réguler ses émotions (vocabulaire adapté)
,"Le·la jeune connaît le vocabulaire des émotions aux delà des émotions dites simples. Iel peut exprimer celle-ci avec le vocabulaire adapté et sait adopter le comportement adéquat pour les réguler dans diverses situations (colère, excitation, frustration, tristesse...)"
3.1.7.,"Comprendre les notions de droits, de devoirs et de règles, pour les appliquer et les accepter"
,Comprends la différence entre devoir et droit. Sait ce qu'iel a le droit de faire dans l'école et ce qui relève de l'obligation. Accepte les règles adoptées de l'école et les respecte. 
3.1.8.,Savoir coopérer dans un groupe
,Est capable de laisser de la place aux autres dans le collectif et sait prendre la juste sienne. Le·la jeune sait échanger de manière constructive au sein d'un groupe.
3.2.1.,"assumer les rôles spécifiques aux différentes APSA et à la classe (joueur, coach, arbitre, juge, observateur, tuteur médiateur, tuteur, organisateur…)"
,"Le·la jeune a déjà été arbitre, joueur·euse, maitre·sse du temps et comprends les enjeux de ces rôles dans un jeu collectif."
3.2.2.,"comprendre, respecter et faire respecter des règles"
,"Les règles d'au moins 5 sports sont acquises, les jeunes savent les transmettre et ne pas les enffreindre "
3.2.3.,"Connaître les valeurs de la République française, de l’Union européenne et des sociétés démocratiques"
,Iel connaît la devise de la République francaise (liberté egalité fraternité) ; sait que les droits des garçons et des filles doivent être égaux dans toutes les situations scolaires (et sociales) ; à été sensibilisé à la Déclaration des droits de l’homme et du citoyen de 1789 ; comprends la notion de laïcité ; sait que la France appartient à l'Union Européene et en connait les principes simples et généraux ; connait la différence entre démocratie et dictature
3.3.1.,adapter son projet en fonction des contraintes de réalisation et de la prise en compte du·de la  spectateur·ice
,Le·la jeune sait mettre en valeur son travail en fonction du public à qui iel le présentera. Comprend qu'une œuvre artistique est faite pour être montrée au spectateur.
3.3.2.,justifier des choix pour rendre compte du cheminement qui conduit de l’intention à la réalisation
,"Le·la jeune sait poursuivre un processus de création selon des étapes définies et est capable de parler de la raison d'être de chacune de ces étapes ; comprend une recette de cuisine, un programme de réalisation d'une construction ou d'une création artistique"
3.3.3.,argumenter sa compréhension d’une œuvre
,Iel sait produire un discours complet face à une oeuvre en sachant par exemple répondre aux questions : qu'est-ce cette œuvre me fait ressentir ? A quoi elle me fait penser ? Pourquoi je l'aime bien/je ne l'aime pas ? Qu'elle a pu être l'intention de l'artiste à sa création ? 
3.3.4.,Argumenter un jugement sur une musique
,"Iel est capable de définir ce qui lui plait lors d'une écoute musicale (tempo, rythme, paroles, instruments utilisés, voix, atmosphère générale…) "
3.3.5.,Pouvoir expliquer ses choix et ses actes
,Iel est capable suite à une action d'expliquer le processus mental ou l'élan qui lui à permis de faire un choix ou une action. Peut répondre à des questions sur un acte a posteriori de celui-ci
3.3.6.,"S’informer de manière rigoureuse proposer des solutions, discuter un point de vue"
,Le·la jeune est capable de faire des recherches sur des sources dites fiables ; de faire valoir son point de vue lors d'un débat ; d'écouter les arguments d'autrui avant de prendre un décision collective 
3.3.7.,Développer le discernement éthique
,A déjà participé à des débats ou discussion autour de la notion de bien/mal ; est capable de savoir ce qui est bien intentionné et mal intentionné ; peut nommer quelques unes de ses propres valeurs  
3.4.1.,"S’engager dans la réalisation d’un projet collectif (projet de classe, d’école, national)"
,"Le·la jeune est capable d'engagement, en connaissance de toutes les responasbilités que cela lui incombe "
3.4.2.,Comprendre la notion de bien commun
,Le·la respecte le materiel de l'école ; a été sensibilisé à la notion de bien commun (au sens materiel et non materiel du terme) 
3.4.3.,relier des connaissances acquises en sciences et technologie à des questions de santé/sécurité/environnement
,
3.4.4.,mettre en œuvre une action responsable et citoyenne et en témoigner
,"Le·la jeune est capable d'organiser une action en rapport avec la citoyenneté ou l'écologie, la faire vivre, et en faire le compte rendu écrit ou oral ; Le·la jeune à déjà fait parti d'un groupe mobilisé pour une action citoyenne et responsable, en dehors ou dans l'école et est capable de le témoigner aux autres membres "
4.1.1.,formuler une question ou une problématique scientifique
,Le·la jeune manifeste de la curiosité pour les questions scientifiques. Iel sait poser sur une trace écrite ses questionnements pour amorcer une recherche.
4.1.2.,proposer des hypothèses pour répondre à un problème
,"Le·la jeune sait imaginer des potentielles réponses à un problème scientifique, technologique ou artistique sur une trace écrite"
4.1.3.,interpréter un résultat
,Le·la jeune est capable de comprendre le resultat d'une experience ou d'un calcul et d'en tirer le sens 
4.1.4.,formaliser une partie de sa recherche sous forme écrite ou orale
,"Le·la jeune rends compte dans un texte ou lors d'une présentation orale, des étapes de réalisation d'une recherche, de son aboutissement, ou de ses étapes en amont"
4.1.5.,"décrire le fonctionnement d’objets techniques, fonctions, composants"
,"Le·la jeune s'est interessé à un objet technique en particulier et est capable d'en donner au moins 5 composantes, et les mecanismes qui font que cet objet fonctionne "
4.1.6.,réaliser une partie d’objet technique répondant à un besoin
,Le·la jeune a réalisé un objet technique seul·e ou en groupe et celui-ci est utile
4.1.7.,"repérer et comprendre la communication et la gestion de l’information (utilisation d'outils numériques pour les travaux de groupe, organisation d'un espace numérique)"
,"Le·la jeune sait utiliser Word (ou traitement de texte équivalent), utiliser un planning ou agenda numériques pour organiser ses temps de travail individuels ou en groupe"
4.1.8.,"utiliser et représenter les grands nombres entiers, des fractions simples, le nombres décimaux"
,"Les nombres décimaux sont utilisés par le jeune lors de situations quotidiennes (cuisine, partages, calculs pour projets) ; la lecture de fraction simple est possible ; l'addition, la soustraction des fractions à déjà été réalisée par le·la jeune ; iel utilise les grand nombres entiers ( + 1000 ) de manière aisée : peut les lire, les écrire, en imaginer les quantités et les utiliser en situation de calculs ; llustrer les grands nombres à l’aide d’exemples d’ordres de grandeurs (population française, population mondiale, rayon de la Terre, âge du système solaire...)."
4.1.9.,calculer avec des nombres entiers et des nombres décimaux
,
4.1.10.,"résoudre des problèmes en utilisant des fractions simples, les nombres décimaux et le calcul"
,"Le·la jeune est familier avec les formulations ""la moitié, le tiers, le quart"" et 1/2 de, 1/3 de, 1/4 de, etc. (fractions vues comme opérateurs).
Par exemple, en utilisant une demi-droite graduée, les jeunes établissent que 5/10 = 1/2, que 10/100 = 1/10, etc."
4.1.11.,"comparer, estimer, mesurer des grandeurs géométriques avec des nombres entiers et décimaux, longueur, aire, volume, angle"
,"Le·la jeune sait comparer des périmètres avec ou sans recours à la mesure, mesurer des périmètres en reportant des unités et des fractions d’unités, ou en utilisant une formule. Comparer, classer et ranger des surfaces selon leurs aires sans avoir recours à la mesure. Différencier aire et périmètre d’une surface. Déterminer la mesure de l’aire d’une surface à partir d’un pavage simple ou en utilisant une formule.
Estimer la mesure d’une aire par différentes procédures. Unités usuelles d’aire : multiples et sous- multiples du m2 et leurs relations, are et hectare.Formules de l’aire d’un carré, d’un rectangle, d’un triangle, d’un disque. Relier les unités de volume et de contenance.
Estimer la mesure d’un volume par différentes procédures. Unités usuelles de contenance (multiples et sous multiples du litre). Unités usuelles de volume (cm3, dm3, m3), relations entre les unités."
4.1.12.,résoudre des problèmes impliquant des grandeurs (géométriques/physiques/économique) avec les nombres entiers et décimaux
,"Le·la jeune a déjà résolu un problème impliquant des nombres décimaux caractérisés par diverses grandeurs (distance, volumes, temps…) "
4.1.13.,reconnaître et utiliser des relations géométriques
,"Sait utiliser pythagore, thales, reconnaît les situations où elles sont mises en jeu ; connaît les caractéristiques des différentes figures géométriques (carré, rectangle, triangles, cerlce) "
4.2.1.,imaginer l’organisation de différents éléments sonores
,"Iel est capable de créer une bande son en faisant se succéder divers éléments sonores (instruments, mélodies, bruits, voix…) "
4.3.1.,évaluer la quantité et la qualité de son activité physique
,"Pendant la pratique, prendre des repères extérieurs et des repères sur son corps pour contrôler son déplacement et son effort.
Utiliser des outils de mesures simples pour évaluer sa performance. (chronomètres, mètres…)"
4.3.2.,adapter l’intensité de son engagement physique à ses possibilités pour ne pas se mettre en danger
,Le·la jeune sait s'arrêter lorsque l'effort est trop intense
4.4.1.,connaître et appliquer les principes d’une bonne hygiène de vie
,"Le·la jeune sait que le sucre est à éviter dans sa consommation régulière, que les fruits et les légumes sont à privilégier dans ses repas et gouters; iel se lave les mains, le corps, les dents de manière régulière "
5.1.1.,Situer chronologiquement des grandes périodes historiques
,"Le·la jeune peut dater grossièrement des évênements tels que le temps des rois, de la révolution, de la république, de l'âge industriel, des guerres…"
5.1.2.,Ordonner des faits les uns par rapport aux autres et les situer dans une époque donnée
,"Sur une frise chronologique, iel est capable de mettre dans l'ordre ces differents temps "
5.1.3.,Nommer et localiser les grands repères géographiques
,"Sur un globe, un plannisfère, une carte, le·la jeune sait situer les continents, les océans, certains pays de l'union européenne, des fleuves, des chaines de montagnes, sa propre région, son département, sa ville, la capitale de la France, quelques métropoles francaises, certains DOM-TOM"
5.1.4.,Situer des lieux les uns par rapport aux autres
,"Sur une carte, un globe, un plannisfère, le·la jeune sait placer des villes, des mers, des pays grace à des modèles"
5.1.5.,Mémoriser les repères géographiques
,"Le·la jeune peut sans modèle placer quelques repères géographiques appris sur une carte, un plannisfère, un globe (la France, quelques continents, les oceans, des mers…) "
5.1.6.,Mémoriser des repères historiques et les mobiliser
,Le·la jeune connaît quelques dates historiques 
5.2.1.,identifier quelques grands repères culturels de l’environnement quotidien des élèves du même âge dans les pays/régions étudiées
,Le·la jeune conait au moins une culture différente de la France et est capable de parler du quotidien d'un enfant de son âge habitant dans cet autre environnement 
5.2.2.,repérer pour les dépasser des stéréotypes culturels et artistiques
,Le·la jeune connaît la notion de stéréotypes ; est capable d'identifier si une notion sur une autre culture est un stéréotype ou un fait 
5.2.3.,"Identifier quelques caractéristiques qui inscrivent une œuvre d’art dans une aire géographique ou culturelle et dans un temps historique, contemporain, proche ou lointain"
,"Peut replacer des œuvres dans leur contexte (historique, culturel) ; Le·la jeune est capable de dire si tel vase est ancien ou moderne, si ce tableau fait partie d'influences artistiques francaises, asiatiques, africaines… "
5.2.4.,"reconnaître des œuvres de domaines et d’époques variés appartenant au patrimoine (national, mondial) et en saisis le sens/l’intérêt"
,"Le·la jeune peut nommer lorsqu'iel les rencontre, des œuvres connues et en supposer le sens ou le but pour lui·elle, les autres, l'auteur·ice"
5.2.5.,interpréter un répertoire varié avec expressivité
,"En musique, le·la jeune doit être capable de chanter divers chants (issus de cultures différentes) "
5.2.6.,"identifier quelques caractéristiques qui inscrivent une œuvre musicale dans une aire géographique ou culturelle et dans un temps historique contemporain, proche ou lointain"
,"A l'écoute d'une chanson, le·la jeune peut identifier si celui-ci est plutot d'influence européenne, americaine, asiatique… selon le types d'instruments utilisés ou les paroles chantées "
5.2.7.,maitriser les notions d’échelle dans l’environnement
,"Sur une carte, le·la jeune reconnaît l'interêt de l'échelle ; sait la lire ; l'utiliser. Dans l'environement, le·la jeune "
5.3.1.,savoir situer des performances à l’échelle de la performance humaine
,"Le·la jeune peut comparer ses résultats sportifs avec ceux des sportif·ve·s de haut niveau, connaît par exemple la vitesse de course d'animaux en comparaison "
5.3.2.,comprendre et respecter l’environnement des pratiques physiques et sportives  
,"Le·la jeune respecte les règles des jeux sportifs au sein de l'école ; iel respecte l'environnement sportif crée par ses camarades en sport (ne franchi pas des limites posées, adopte un comportement respectueux)"
5.3.3.,identifier les évolutions des besoins et des objets techniques dans leur contexte
,Peut situer chronologiquement l'évolution d'un objet sur une carte ; peut citer l'ancetre d'un objet technique courant du 21e siècle 
5.3.4.,identifier les principales familles de matériaux
,"(bois, métaux, minéraux…) "
5.3.5.,"replacer des évolutions scientifiques dans un contexte historique, géographique, économique et culturel"
,"Le·la jeune peut situer grossièrement l'époque ou le lieu d'une invention ou d'une évolution sociétale (antibiotiques, machine à vapeur…)"
